Product Type: PinPoint Argos Solar
Product ID: 1547
Firmware Version: V5.100.0

GMT Time,Latitude,Longitude,Altitude,Duration,Temperature,DOP,Satellites,Cause of Fix
7/30/2021 8:30:20 PM,39.5290733,-119.8092168,338.33,24,,2.8,4
7/30/2021 8:50:39 PM,39.5339862,-119.8110752,1378.91,39,,1.2,7
7/30/2021 9:20:39 PM,39.5340023,-119.8110512,1387.32,40,,1.2,6
7/31/2021 3:40:38 AM,39.5340758,-119.8111297,1372.29,41,,4.2,4
7/31/2021 4:00:39 AM,39.5339366,-119.8111114,1366.53,40,,1.8,5
7/31/2021 10:00:42 AM,39.5339275,-119.8110951,1365.14,45,,3,5
7/31/2021 10:20:38 AM,39.5339597,-119.8110592,1378.78,38,,3.4,5
7/31/2021 10:40:38 AM,39.5339077,-119.8111370,1366.84,38,,5.2,4
7/31/2021 4:40:38 PM,39.5339473,-119.8110516,1370.63,41,,2,5
7/31/2021 5:00:38 PM,39.5339051,-119.8111272,1363.87,38,,2,6
7/31/2021 5:20:38 PM,39.5292027,-119.8120091,42.35,38,,2.4,4
7/31/2021 8:30:39 PM,39.5339406,-119.8112539,1355.59,41,,3.4,5
7/31/2021 8:50:38 PM,39.5340683,-119.8110610,1386.98,40,,1.8,7
7/31/2021 9:20:38 PM,39.5340151,-119.8110609,1381.01,40,,2.2,6
8/1/2021 3:20:38 AM,39.5341784,-119.8111059,1375.79,42,,4.8,4
8/1/2021 3:40:44 AM,39.5341477,-119.8111151,1407.96,45,,4.2,4
8/1/2021 4:00:38 AM,39.5339106,-119.8111356,1353.08,39,,2,4
6/16/2023 12:00:50 AM,39.5179657,-119.8065343,1383.49,30,,3.2,5
6/16/2023 4:00:38 AM,39.5180386,-119.8062803,1378.85,40,,6,5
6/16/2023 8:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/16/2023 12:00:50 PM,39.5179756,-119.8063813,1372.56,56,,2,4
6/16/2023 4:01:10 PM,39.4845518,-119.7756543,21.15,70,,20.8,3
6/16/2023 8:00:38 PM,39.5181025,-119.8061955,1355.68,42,,2.6,4
6/17/2023 12:00:38 AM,39.5180160,-119.8063247,1374.98,39,,3,5
6/17/2023 4:00:38 AM,39.5179758,-119.8064724,1386.65,41,,5.6,5
6/17/2023 8:00:58 AM,39.5074499,-119.7787696,21.14,60,,8.2,3
6/17/2023 12:00:50 PM,39.5179857,-119.8063789,1365.81,53,,1.6,4
6/17/2023 4:00:48 PM,39.5178984,-119.8061349,1342.33,49,,3.2,4
6/17/2023 8:00:38 PM,39.5180248,-119.8064954,1408.29,41,,1.4,5
6/18/2023 12:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/18/2023 4:00:42 AM,39.5178706,-119.8064713,1381.18,45,,35.2,4
6/18/2023 8:01:10 AM,39.5336769,-119.8001267,21.13,70,,7.2,3
6/18/2023 12:00:48 PM,39.5180433,-119.8062512,1353.60,52,,2,4
6/18/2023 4:00:50 PM,39.5172403,-119.7862851,58.71,52,,4.8,4
6/18/2023 8:00:38 PM,39.5180115,-119.8064423,1398.01,41,,2,5
6/19/2023 12:01:10 AM,39.5146999,-119.7971406,21.14,70,,3.6,3
6/19/2023 4:00:38 AM,39.5188291,-119.8047180,1312.70,42,,35.6,4
6/19/2023 8:00:45 AM,39.5180264,-119.8063719,1380.43,46,,2.4,4
6/19/2023 12:00:51 PM,39.5180221,-119.8062616,1367.57,54,,1.8,5
6/19/2023 4:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
6/19/2023 8:00:39 PM,39.5180366,-119.8063238,1397.90,42,,1.4,4
6/20/2023 12:00:38 AM,39.5182063,-119.8062966,1418.15,40,,2.4,4
6/20/2023 4:00:20 AM,39.5179832,-119.8061290,1340.02,24,,3.4,4
6/20/2023 8:00:39 AM,39.5317381,-119.7998021,35.48,40,,5.6,4
6/20/2023 12:00:48 PM,39.5179773,-119.8063609,1379.32,52,,5,5
6/20/2023 4:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
6/20/2023 8:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
6/21/2023 12:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/21/2023 4:00:46 AM,39.5180559,-119.8063124,1368.90,53,,4.6,5
6/21/2023 8:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/21/2023 12:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
6/21/2023 4:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
6/21/2023 8:00:51 PM,39.5179851,-119.8062249,1367.87,57,,3.2,4
6/22/2023 12:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/22/2023 4:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/22/2023 8:01:10 AM,0.0000000,0.0000000,0.00,70,,0,0
6/22/2023 12:01:10 PM,0.0000000,0.0000000,0.00,70,,0,0
